Date,Total_Matches,1_pct,X_pct,2_pct,Over_pct,Under_pct,Avg_Odd_1,Avg_Odd_X,Avg_Odd_2,Avg_Odd_Over,Avg_Odd_Under
2026-08-27 23:59,319,40.12539184952978,28.526645768025077,31.347962382445143,45.141065830721004,54.858934169278996,2.317084639498433,3.104200626959248,2.8232288401253918,2.322037617554859,1.4391536050156741
